SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
IMUNOGLOBULINA HUMANA;02.552.927/0001-60;OCTAPHARMA BRASIL LTDA;100 MG/ML SOL INJ CT FA VD INC X 200 ML_;Regulado;5371.36;Tarja Vermelha
IMUNOGLOBULINA HUMANA;07.207.572/0001-95;LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA;5G PO LIOF INJ CT FA VD TRANS + FA VD TRANS DIL X 100 ML + EQP INFUS;Regulado;962.51;Tarja Vermelha
IMUNOGLOBULINA HUMANA;07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;0,2 G/ML SOL INJ CT 1 FA VD INC X 5 ML;Regulado;264.68;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;0,2 G/ML SOL INJ CT 1 FA VD INC X 10 ML;Regulado;529.36;Tarja Preta (*)
IMUNOGLOBULINA HUMANA;07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;0,2 G/ML SOL INJ CT 1 FA VD INC X 20 ML;Regulado;1058.73;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;0,2 G/ML SOL INJ CT 1 FA VD INC X 40 ML;Regulado;2117.45;Tarja Vermelha
IMUNOGLOBULINA HUMANA;62.969.589/0001-98;CSL BEHRING COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;6G P_ LIOF  INJ CT FA VD INC + FA VD INC DIL X 200 ML + EQP INFUS_;Regulado;976.82;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;09.284.952/0001-59;KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 200 ML + KIT  P/ INFUS;Regulado;1531.26;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;09.284.952/0001-59;KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 20 ML;Regulado;176.65;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;09.284.952/0001-59;KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 50 ML + KIT  P/ INFUS;Regulado;382.81;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA;09.284.952/0001-59;KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 100 ML + KIT  P/ INFUS;Regulado;765.63;Sem Informa__es de tarja (*)
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;0,5 G SOL INJ FA 10ML;Regulado;159.2;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;2,5 G SOL INJ FA 50 ML;Regulado;795.86;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;10 G SOL INJ FA 200 ML_;Regulado;3184.12;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;33.348.731/0001-81;BIOTEST FARMAC_UTICA LTDA;50 UI/ML SOL INFUS IV CT 1 FA VD TRANS X 10 ML;Regulado;1378.07;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;33.348.731/0001-81;BIOTEST FARMAC_UTICA LTDA;500 UI/ML SOL INJ SC CT 5 SER PREENC VD TRANS X 1 ML;Regulado;7092.26;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;10000 UI SOL INJ CX FA VD TRANS X 40 ML__;Regulado;14772.19;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;1000 UI SOL INJ CX SER PREENC VD INC X 4 ML_;Regulado;1477.21;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;5000 UI SOL INJ CX FA VD TRANS X 20 ML_;Regulado;7386.09;Tarja Vermelha (*)
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;33.348.731/0001-81;BIOTEST FARMAC_UTICA LTDA;500 UI/ML SOL INJ SC/IM CT 1 SER PREENC VD TRANS X 0,4 ML + 1 AGU;Regulado;567.36;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;1000 UI SOL INJ CX AMP VD INC X 5 ML__+ SER + AGU;Regulado;1132.94;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;600 UI SOL INJ CX AMP VD INC X 3 ML__+ SER + AGU;Regulado;679.75;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;100 UI SOL INJ CX AMP VD INC X 0,5 ML_+ SER + AGU;Regulado;113.28;Tarja Vermelha
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;02.513.899/0001-71;GRIFOLS BRASIL LTDA;600 UI SOL INJ CX SER PREENC VD INC X 2,4 ML_;Regulado;886.33;Tarja Vermelha
"IMUNOGLOBULINA;IMUNOGLOBULINA G";07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;0,1 G/ML SOL INJ CT 1 FA VD INC X 10 ML;Regulado;297.37;Tarja Vermelha
INDAPAMIDA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;1,5 MG COM REV CT BL AL AL X 30;Regulado;22.81;Tarja Vermelha
INDAPAMIDA;57.507.378/0003-65;EMS S/A;1,5 MG COM REV LIB PROL CT BL AL AL X 30;Regulado;17.83;Venda Livre/Sem Tarja (*)
INDAPAMIDA;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 15;Regulado;40.91;Tarja Vermelha (*)
INDAPAMIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;1,5 MG COM REV CT BL AL PLAS TRANS X 60;Regulado;32.69;Tarja Vermelha
INDAPAMIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;1,5 MG COM REV CT BL AL PLAS TRANS X 90;Regulado;49.03;Tarja Vermelha (*)
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 15_;Regulado;12.9;Tarja Vermelha (*)
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30_;Regulado;25.82;Tarja Vermelha (*)
INDAPAMIDA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30_;Regulado;17.3;Tarja Vermelha
INDAPAMIDA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30;Regulado;17.83;Venda Livre/Sem Tarja (*)
INDAPAMIDA;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;1,5 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;16.76;Tarja Vermelha (*)
INDAPAMIDA;14.806.008/0001-54;MOMENTA FARMAC_UTICA LTDA.;1,5 MG COM REV LIB PROL CT BL AL/AL X 10;Regulado;5.45;Venda Livre/Sem Tarja (*)
INDAPAMIDA;14.806.008/0001-54;MOMENTA FARMAC_UTICA LTDA.;1,5 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;16.35;Tarja Vermelha (*)
INDAPAMIDA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;1,5 MG COM REV LIB PROL CT BL AL AL X 30_;Regulado;16.78;Tarja Vermelha
INDAPAMIDA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 60;Regulado;34.47;Tarja Vermelha (*)
INDAPAMIDA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 60;Regulado;33.55;Tarja Vermelha
INDAPAMIDA;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;1,5 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;16.78;Sem informa__es de tarja (*) 
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 10;Regulado;5.58;Tarja Preta (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 15;Regulado;8.37;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30;Regulado;16.77;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 60;Regulado;33.54;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 90  (EMB FRAC);Regulado;50.33;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 150  (EMB FRAC);Regulado;83.89;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 300  (EMB FRAC);Regulado;167.78;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 600;Regulado;335.57;Tarja Vermelha (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL C7 BL AL AL X 900;Regulado;504.25;Tarja Preta (*)
INDAPAMIDA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;1,5 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30__;Regulado;15.87;Tarja Vermelha
INDAPAMIDA;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;1,5 MG COM REV LIB PROL CT BL AL AL X 30_;Regulado;15.87;Tarja Vermelha
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 60;Regulado;37.39;Venda Livre/Sem Tarja (*)
INDAPAMIDA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 300;Regulado;167.78;Tarja Vermelha
INDAPAMIDA;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;1,5 MG COM REV LIB PROL CT BL AL/AL X 60;Regulado;31.48;Tarja Vermelha (*)
INDAPAMIDA;57.507.378/0003-65;EMS S/A;1,5 MG COM REV LIB PROL CT BL AL AL X 30;Regulado;17.83;Tarja Vermelha (*)
INDAPAMIDA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30_;Regulado;17.24;Tarja Vermelha (*)
INDAPAMIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;1,5 MG COM REV CT 2 BL AL PLAS INC X 15_;Regulado;16.34;Tarja Vermelha (*)
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;2,5 MG COM REV CT BL AL PLAS TRANS X 15;Regulado;13.47;Tarja Vermelha (*)
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;2,5 MG COM REV CT BL AL PLAS TRANS X 30;Regulado;26.46;Tarja Vermelha
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;1,5 MG COM REV CT BL AL PLAS INC X 30;Regulado;27.45;Tarja Vermelha
INDAPAMIDA;42.374.207/0001-76;LABORAT_RIOS SERVIER DO BRASIL LTDA;1,5 MG COM REV CT BL AL PLAS INC X 15;Regulado;13.81;Tarja Vermelha
INDAPAMIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;1,5 MG COM REV LIB PROL CT BL AL/AL X 10;Regulado;5.23;Tarja Vermelha (*)
INDAPAMIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;1,5 MG COM REV LIB PROL CT BL AL/AL X 30;Regulado;15.68;Tarja Vermelha (*)
INDAPAMIDA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 90;Regulado;40.41;Tarja Vermelha (*)
INDAPAMIDA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;1,5 MG COM REV LIB PROL CT BL AL AL X 30;Regulado;22.81;Tarja Vermelha (*)
INDOMETACINA;02.433.631/0001-20;ASPEN PHARMA IND_STRIA FARMAC_UTICA LTDA;25 MG CAP GEL CT BL AL PLAST TRANS X 30_;Regulado;16.47;Tarja Vermelha
INDOMETACINA;02.433.631/0001-20;ASPEN PHARMA IND_STRIA FARMAC_UTICA LTDA;50 MG CAP GEL CT BL AL PLAST TRANS X 30_;Regulado;23.37;Tarja Vermelha
INFLIXIMABE;51.780.468/0001-87;JANSSEN-CILAG FARMAC_UTICA LTDA;10 MG/ML PO LIOF CT FA VD TRANS X 10 ML;Regulado;3395.57;Tarja Vermelha (*)
INFLIXIMABE;33.781.055/0001-35;FUNDA__O OSWALDO CRUZ;10 MG/ML PO LIOF CT FA VD TRANS X 10 ML;Regulado;3395.55;Tarja Vermelha
INFLIXIMABE;05.452.889/0001-61;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA;10 MG/ML PO LIOF CT FA VD INC X 10 ML_;Regulado;1934.38;Tarja Vermelha (*)
INFLIXIMABE;24.563.776/0001-88;SAMSUNG BIOEPIS BR PHARMACEUTICAL LTDA.;100 MG PO LIOF INJ FA VD TRANS;Regulado;1284.17;Tarja Vermelha (*)
INFLIXIMABE;61.072.393/0001-33;WYETH IND_STRIA FARMAC_UTICA LTDA;10 MG/ ML PO LIOF SOL INFUS CT FA VD TRANS X 10 ML;Regulado;3292.83;Tarja Vermelha (*)
INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO;62.969.589/0001-98;CSL BEHRING COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;500 UI P_ LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 10ML + DISP TRANSF;Regulado;1784.78;Tarja Vermelha
INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO;62.969.589/0001-98;CSL BEHRING COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;500 UI P_ LIOF SOL INJ CT FA VD TRANS+ FA VD TRANS DIL X 10ML + DISP TRANSF C/ FILTRO + SER 10 ML + EQP + 2 COMPRESSAS + 1 CURATIVO;Regulado;1784.78;Tarja Vermelha
INOTERSENA NONADECASS_DICA;25.210.463/0001-09;PTC FARMACEUTICA DO BRASIL LTDA.;200 MG/ML SOL INJ SC CT ENVOL SER PREENC VD TRANS X 1,5 ML;Regulado;4014.95;Tarja Vermelha (*)
INOTERSENA NONADECASS_DICA;25.210.463/0001-09;PTC FARMACEUTICA DO BRASIL LTDA.;200 MG/ML SOL INJ SC CT 4 ENVOL SER PREENC VD TRANS X 1,5 ML;Regulado;16059.79;Tarja Vermelha (*)
INOTERSENA NONADECASS_DICA;25.210.463/0001-09;PTC FARMACEUTICA DO BRASIL LTDA.;200 MG/ML SOL INJ SC CT ENVOL SER PREENC VD TRANS X 1,5 ML;Regulado;4014.95;Tarja Vermelha (*)
INOTERSENA NONADECASS_DICA;25.210.463/0001-09;PTC FARMACEUTICA DO BRASIL LTDA.;200 MG/ML SOL INJ SC CT 4 ENVOL SER PREENC VD TRANS X 1,5 ML;Regulado;16059.79;Sem Informa__es de tarja (*)
INOTUZUMABE OZOGAMICINA;61.072.393/0001-33;WYETH IND_STRIA FARMAC_UTICA LTDA;1 MG PO LIOF SOL INJ CT FA VD AMB;Regulado;43072.48;Tarja Vermelha (*)
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U / ML SOL INJ CT 1 CAR VD TRANS X 3 ML + 1 SIST APLIC PLAS (FLEXTOUCH);Regulado;29.45;Tarja Vermelha (*)
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U / ML SOL INJ CT 5 CAR VD TRANS X 3 ML + 5 SIST APLIC PLAS (FLEXTOUCH);Regulado;147.26;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U / ML SOL INJ CT 1 FA VD TRANS X 10 ML;Regulado;98.17;Tarja Vermelha (*)
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U / ML SOL INJ CT 5 CAR VD TRANS X 3 ML (PENFILL);Regulado;147.26;Tarja Vermelha (*)
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U / ML SOL INJ CT 10 CAR VD TRANS X 3 ML (PENFILL);Regulado;294.51;Tarja Vermelha (*)
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 1 FA VD TRANS X 10 ML;Regulado;79.74;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML (PENFILL);Regulado;152.09;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML + 5 SIST APLIC PLAS (FLEXPEN);Regulado;170.09;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML + 1 SIST APLIC PLAS (FLEXPEN);Regulado;29.45;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SUS INJ CT 5 CAR VD TRANS X 3 ML (PENFILL);Regulado;179.82;Tarja Vermelha
INSULINA ASPARTE;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SUS INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST  APLIC PLAS (FLEXPEN);Regulado;197.77;Tarja Vermelha
INSULINA DEGLUDECA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML X 1 SIST APLIC PLAS (FLEXTOUCH)_;Regulado;90.06;Tarja Vermelha
INSULINA DEGLUDECA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML (PENFILL)_;Regulado;450.39;Tarja Vermelha
INSULINA DEGLUDECA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST APLIC PLAS (FLEXTOUCH)__;Regulado;450.37;Sem Informa__es de tarja (*)
INSULINA DETEMIR;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML (PENFILL)_;Regulado;302.49;Tarja Vermelha
INSULINA DETEMIR;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML  X 1 SIST APLIC PLAS (FLEXPEN)_;Regulado;62.27;Tarja Vermelha
INSULINA DETEMIR;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST APLIC PLAS (FLEXPEN)__;Regulado;320.49;Tarja Vermelha
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 10 CARP VD INC X 3 ML;Regulado;269.49;Tarja Vermelha (*)
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML;Regulado;26.94;Tarja Vermelha
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 10 CARP VD INC X 3 ML_+ 10 SIST APLIC 80 UI PLAS;Regulado;272.41;Tarja Vermelha
INSULINA GLARGINA;04.752.991/0001-10;BIOMM SA;100 UI/ML SOL INJ CT FA VD TRANS X 10 ML;Regulado;198.15;Tarja Vermelha (*)
INSULINA GLARGINA;04.752.991/0001-10;BIOMM SA;100 UI/ML SOL INJ CT CAR VD TRANS X 3 ML;Regulado;59.45;Tarja Vermelha
INSULINA GLARGINA;04.752.991/0001-10;BIOMM SA;100 UI/ML SOL INJ CT 5 CAR VD TRANS X 3 ML;Regulado;297.24;Tarja Vermelha (*)
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML_+ 1 SIST APLIC 80 UI PLAS;Regulado;27.25;Tarja Vermelha
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML;Regulado;53.89;Tarja Vermelha (*)
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML;Regulado;134.75;Tarja Vermelha
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML_+ 2 SIST APLIC 80 UI PLAS;Regulado;54.48;Tarja Vermelha
INSULINA GLARGINA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML_+ 5 SIST APLIC 80 UI PLAS;Regulado;136.21;Tarja Vermelha
INSULINA GLARGINA;04.752.991/0001-10;BIOMM SA;100 UI/ML SOL INJ CT CAR VD TRANS X 3 ML + 1 CAN APLIC;Regulado;59.45;Tarja Vermelha (*)
INSULINA GLARGINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;300 U/ML SOL INJ CT 1 CAR VD TRANS X 1,5 ML + 1 CAN APLIC;Regulado;133.21;Tarja Vermelha (*)
INSULINA GLARGINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;300 U/ML SOL INJ CT 3 CAR VD TRANS X 1,5 ML + 3 CAN APLIC;Regulado;399.61;Tarja Vermelha
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;300 U/ML SOL INJ CT 1 CAR VD TRANS X 1,5 ML + 1 CAN APLIC;Regulado;133.21;Sem Informa__es de tarja (*)
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;300 U/ML SOL INJ CT 3 CAR VD TRANS X 1,5 ML + 3 CAN APLIC;Regulado;399.61;Venda Livre/Sem Tarja (*)
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 3 CAR VD TRANS X 3ML + 3 CAN APLIC;Regulado;184.04;Venda Livre/Sem Tarja (*)
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML_;Regulado;55.54;Sem Informa__es de tarja (*)
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 FA VD TRANS X 10 ML;Regulado;172.33;Sem Informa__es de tarja (*)
INSULINA GLARGINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML__+ 1 CAN APLIC;Regulado;61.35;Tarja Vermelha (*)
"INSULINA GLARGINA;LIXISENATIDA";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML + 0,05 MG/ML SOL INJ CT 1 CAR VD TRANS X 3 ML + 1 CAN APLIC;Regulado;99.08;Tarja Vermelha (*)
"INSULINA GLARGINA;LIXISENATIDA";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML + 0,05 MG/ML SOL INJ CT 3 CAR VD TRANS X 3 ML + 3 CAN APLIC;Regulado;473.6;Tarja Vermelha (*)
"INSULINA GLARGINA;LIXISENATIDA";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML + 0,033 MG/ML SOL INJ CT 1 CAR VD TRANS X 3 ML + 1 CAN APLIC;Regulado;99.08;Tarja Vermelha (*)
"INSULINA GLARGINA;LIXISENATIDA";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML + 0,033 MG/ML SOL INJ CT 3 CAR VD TRANS X 3 ML + 3 CAN APLIC;Regulado;393.29;Sem Informa__es de tarja (*)
INSULINA GLULISINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;100 U/ML SOL INJ CT 1 FA VD INC X 10 ML_;Regulado;71.64;Tarja Vermelha
INSULINA GLULISINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;100 U/ML SOL INJ CT 1 CARP VD INC X 3 ML_;Regulado;21.49;Tarja Vermelha
INSULINA GLULISINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;100 U/ML SOL INJ CT 1 CARP VD INC X 3 ML_+ 1 SISTEMA APLIC PLAS;Regulado;21.49;Tarja Vermelha
INSULINA GLULISINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 FA VD INC X 10 ML_;Regulado;71.64;Sem Informa__es de tarja (*)
INSULINA GLULISINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 CARP VD INC X 3 ML_;Regulado;21.49;Sem Informa__es de tarja (*)
INSULINA GLULISINA;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;100 U/ML SOL INJ CT 1 CARP VD INC X 3 ML_+ 1 SISTEMA APLIC PLAS;Regulado;21.49;Tarja Vermelha (*)
